LFPR,unemployment_rate,salary_expectation
23.52,24.94,30147
28.98,22.68,24344
56.04,30.64,34204
40.71,32.03,25014
49.78,16.05,26915
60.57,15.34,8785
29.06,21.21,22933
57.02,28.65,28979
32.88,36.88,36866
54.68,14.5,48042
31.61,28.73,48240
48.38,14.18,46311
60.22,35.55,6343
56.64,22.91,19508
47.31,22.1,21606
43.82,20.66,10842
43.4,28.69,12899
41.0,28.29,27358
39.77,26.21,20039
67.12,22.18,27512
47.53,23.78,47022
49.07,29.42,23347
58.24,22.92,43348
58.86,16.88,15811
47.13,15.25,34391
42.54,29.94,27909
57.11,32.63,23111
32.2,16.67,25739
48.98,17.06,42338
55.02,13.11,12694
61.46,20.17,10910
42.35,17.29,34411
56.35,22.78,23096
28.3,18.32,18347
49.59,25.42,35297
48.65,23.36,13009
58.18,29.36,35565
42.42,25.05,43568
42.84,21.4,28441
44.73,29.05,41050
51.85,15.36,45745
37.81,21.78,46837
44.18,31.84,39483
66.77,31.26,27135
25.6,35.05,24592
57.18,26.98,10383
43.5,19.08,16403
55.29,15.3,45649
51.61,20.31,18002
61.77,9.96,9067
39.33,35.73,42805
50.75,29.06,17292
34.09,19.59,44980
52.0,30.16,31650
61.58,22.88,49739
41.24,22.24,6978
24.18,24.32,11547
45.85,15.21,28791
42.76,37.5,29665
56.16,31.45,18693
57.47,17.0,37000
60.88,18.08,45294
63.27,24.58,48139
22.71,27.09,20745
65.19,18.02,8604
33.12,12.63,12974
38.6,28.04,9442
43.98,18.1,6389
32.03,9.27,32111
26.93,31.11,37294
66.19,19.28,30119
38.61,19.14,46669
49.55,16.3,41212
33.43,28.79,42498
58.48,12.28,42964
33.49,36.64,5145
38.49,18.58,13307
22.72,20.35,31206
48.82,17.08,31880
53.18,13.79,21622
45.96,23.59,49679
55.24,25.29,18749
40.01,26.44,5435
41.25,14.23,30995
23.18,36.6,13923
24.71,24.74,38970
51.91,17.81,10887
56.68,26.46,23360
65.74,13.69,19868
34.34,28.78,42128
24.44,23.43,18382
49.01,30.26,43517
49.55,21.66,43642
59.17,20.84,45421
52.03,19.07,24903
28.28,32.38,6286
56.54,33.28,28768
33.01,25.83,42213
48.96,15.27,34479
44.32,18.33,43949
50.55,31.4,23784
48.0,18.65,27328
52.43,22.67,21770
42.34,27.75,33311
44.8,30.97,33825
55.64,20.26,36059
49.71,25.86,8048
43.24,19.92,45444
51.36,26.11,21800
49.67,15.37,44279
53.06,24.35,21881
58.59,13.39,10890
27.57,20.88,24023
56.48,20.91,39567
35.63,30.72,33700
35.59,23.89,43214
57.7,16.75,9487
43.65,21.44,28082
50.87,18.98,31960
36.49,37.8,25747
57.04,29.7,35889
37.27,23.11,46200
33.4,21.16,25108
44.44,8.56,17315
47.14,29.71,20731
41.08,19.51,35686
67.89,26.26,26629
42.45,23.8,43124
43.51,28.74,16850
66.8,16.75,6046
40.34,23.25,44984
27.97,24.3,28659
46.02,27.02,14987
42.71,27.69,23319
49.41,16.61,28948
33.77,32.77,35626
39.07,27.4,33501
44.96,22.04,34394
35.61,16.4,14227
49.86,23.92,45143
39.2,30.16,31679
38.18,28.78,27976
57.09,17.81,27626
41.13,30.32,10528
40.73,27.95,45650
53.46,33.61,25603
61.63,18.03,19276
59.32,26.47,10368
49.14,37.17,22759
32.24,23.98,20917
41.33,31.9,33939
46.14,27.12,33747
41.31,31.03,31845
45.76,20.76,23222
58.22,19.49,30998
39.12,27.04,13229
67.58,15.09,37140
29.76,19.16,20736
55.01,22.99,17043
37.42,29.23,16534
57.63,26.86,32993
44.94,27.83,6973
41.25,23.16,15712
51.79,17.57,28003
50.62,14.56,29566
37.0,19.26,36200
45.95,18.09,48886
36.17,20.09,45153
56.26,19.04,26621
34.39,26.73,25390
43.76,28.09,33001
34.51,24.87,24228
54.23,24.87,16143
26.97,16.12,35542
52.2,12.89,42081
40.71,25.61,30475
55.8,18.52,24011
51.75,26.05,39083
58.35,15.0,42081
61.58,15.74,36843
48.37,15.05,42838
56.3,26.04,49780
66.15,14.09,5946
35.47,18.8,23086
40.63,28.68,6890
59.19,32.82,31513
54.33,15.4,21347
46.25,26.93,39503
49.92,30.13,48512
30.15,12.66,17905
24.39,33.41,38725
34.43,23.71,8713
40.92,26.22,44873
39.82,14.05,17374
66.73,13.54,38214
61.6,30.08,45710
55.62,20.17,20374
48.13,26.85,40376
30.02,17.94,18790
27.53,20.85,23752
50.23,26.07,23770
47.16,16.74,11861
47.71,17.39,17361
65.27,31.68,45605
65.34,17.74,43565
51.74,28.87,8644
66.86,17.08,46848
44.53,12.33,19870
41.29,17.95,34424
48.61,23.3,42629
43.17,35.51,14225
51.96,27.91,24353
43.31,31.55,20129
33.19,32.57,9180
29.6,31.53,33852
49.74,20.42,27646
56.65,18.46,38721
49.99,23.77,46018
50.88,25.99,32112
37.53,22.46,37139
47.25,27.81,34067
38.96,27.52,10028
57.82,19.67,30151
56.39,25.36,5128
49.32,19.02,45190
43.02,31.47,49620
51.39,27.21,20630
60.26,27.54,22366
40.4,17.66,35897
37.18,29.44,8334
62.33,22.67,13302
58.62,26.18,46363
52.12,21.46,29968
40.79,14.15,49006
39.89,19.76,43900
42.02,34.02,36970
65.8,19.9,29994
57.52,27.25,26720
54.51,15.77,33632
55.59,21.45,6703
52.2,22.91,39923
26.28,16.29,35762
33.69,34.2,22845
56.03,21.91,16284
38.94,28.42,35627
34.21,28.23,20372
46.52,21.52,24785
53.91,21.4,15908
44.81,25.77,7156
49.32,19.88,40087
40.59,30.85,37520
59.72,18.98,17631
55.7,21.01,36348
59.91,25.63,43873
60.24,24.16,32238
36.18,34.22,42411
35.48,13.99,22351
40.24,26.03,23902
39.88,29.15,16991
63.12,23.15,44082
43.31,21.85,17174
27.08,26.46,47975
50.72,23.52,40572
48.44,24.88,43816
40.79,17.45,41247
45.09,18.22,38152
52.69,17.71,35576
55.74,29.0,47677
46.75,14.12,39609
48.53,24.19,46928
41.57,34.62,19002
42.94,21.49,22715
30.72,22.47,45136
55.29,23.49,30680
58.1,27.84,18800
57.58,31.29,23279
42.64,16.25,42905
41.24,29.94,22014
52.32,24.06,21681
40.29,22.51,6215
52.81,21.2,48058
38.42,20.45,45856
49.52,23.01,33493
42.08,17.51,23880
35.87,27.17,33727
50.31,24.81,41566
56.79,23.97,29747
50.17,17.98,17684
39.22,12.26,8638
54.86,21.66,32296
47.58,16.93,27363
31.31,14.16,9489
55.83,15.29,6842
51.75,19.39,10604
45.44,20.44,15037
24.3,29.34,8960
34.74,20.66,5154
65.61,15.1,20437
51.49,28.69,26344
60.15,26.52,41916
44.11,19.02,24039
51.82,12.3,35579
44.39,25.2,20638
51.94,33.29,38982
32.13,34.62,48103
41.04,13.97,23770
62.62,27.98,35098
51.15,20.59,15346
56.86,22.07,19713
48.94,30.03,22697
31.04,34.61,43803
44.64,19.72,15512
50.45,31.02,5266
41.62,11.97,5422
59.44,17.24,46793
49.38,25.95,14803
59.05,18.22,27830
48.18,30.13,45130
56.47,21.36,24403
29.65,29.8,7782
48.05,15.52,31432
42.52,32.42,37749
46.89,23.64,35659
31.13,27.87,13306
36.32,36.57,24376
61.52,33.31,37491
34.24,16.16,10776
43.62,23.03,23986
52.86,23.63,47331
52.38,11.19,22015
59.93,35.78,45299
28.48,22.71,6549
40.92,16.27,35608
41.28,22.63,43024
52.07,21.3,48352
39.53,19.35,43295
63.71,34.53,18813
46.03,15.04,13407
51.33,24.99,34477
37.22,24.85,19555
48.62,14.0,18489
30.43,17.25,40784
55.28,23.38,8358
35.52,16.67,34369
38.98,28.44,40099
54.52,15.72,30281
49.12,33.82,36106
31.65,33.38,25029
43.24,16.81,25579
48.2,16.58,20743
55.17,29.28,36659
46.75,23.72,36654
61.38,17.88,28638
49.4,15.63,9747
39.7,20.85,30048
55.19,14.95,24548
57.77,20.14,25621
30.1,32.07,47075
57.17,26.22,29302
65.34,16.76,34861
45.16,18.38,48376
36.25,25.35,34685
44.65,23.37,23642
57.22,13.86,29060
36.3,22.16,22906
50.17,15.78,37562
40.74,11.7,20577
42.33,24.22,25202
32.31,22.97,32263
28.49,23.57,18128
26.32,29.98,9098
44.48,34.07,31657
59.12,15.81,9880
58.32,14.64,24924
49.04,15.12,32644
52.37,22.61,43090
60.04,29.78,30381
41.62,19.23,32340
63.98,30.29,41497
57.8,29.77,32426
56.41,30.28,42461
40.63,19.64,10851
24.23,28.11,30875
29.44,19.55,21743
40.1,29.29,12715
56.0,18.03,17518
45.49,15.08,32062
53.73,32.72,8379
48.35,28.97,43747
38.13,31.41,32903
52.35,37.46,37894
54.31,24.67,33072
51.86,24.98,35307
45.63,24.51,27629
37.97,15.47,19675
39.58,19.43,21517
45.66,21.87,11273
62.44,21.98,41844
43.5,22.81,36780
67.43,21.94,34156
51.15,28.09,15758
58.98,26.25,18120
40.58,28.37,42570
51.24,16.86,11213
60.89,20.46,7590
63.88,32.93,14544
55.62,25.98,33948
56.33,17.2,43420
47.0,31.98,33858
40.08,25.23,19195
45.5,25.43,43925
43.16,10.52,8036
30.64,18.89,32630
41.88,13.48,9070
61.32,19.7,35304
33.71,21.83,41506
52.18,29.39,37563
46.94,19.28,12411
37.29,34.34,7283
49.58,15.58,37614
51.81,25.22,27571
35.53,29.14,20365
46.42,27.17,35340
41.42,14.57,35870
66.95,27.68,36921
39.24,15.32,6638
31.44,16.72,28878
48.65,19.24,42409
55.94,18.17,5897
57.95,19.18,35557
45.95,29.93,12700
45.12,23.04,29048
34.61,10.68,30012
38.43,17.67,20937
52.69,24.63,13875
40.36,15.03,14170
62.65,11.26,8432
46.29,30.02,8735
62.01,27.59,39716
46.73,30.86,47685
49.49,26.72,34763
34.57,26.09,21921
63.0,18.62,21447
40.5,17.48,38825
29.8,32.23,8750
57.0,9.87,31072
43.06,17.94,12122
54.62,15.05,9915
40.22,18.52,31955
54.63,34.1,44877
41.06,21.7,23409
23.85,20.3,36771
51.88,13.35,5756
42.8,23.01,33107
26.65,24.54,24196
65.35,17.78,41152
40.42,26.82,41989
37.25,18.54,7458
39.11,29.87,20412
51.81,17.49,25929
45.4,21.82,34506
67.11,23.23,45264
59.63,16.93,30273
50.32,14.04,23835
57.95,12.79,45523
37.19,21.56,12392
53.11,22.24,41732
51.04,24.65,27806
39.87,12.23,32761
61.68,20.04,17363
48.03,19.44,15727
39.18,27.26,37159
47.13,30.59,11377
43.48,20.68,10779
22.41,19.13,18023
58.67,21.74,31833
62.22,15.98,21416
47.0,35.88,9845
61.05,12.88,11533
39.56,29.3,36137
40.01,27.82,12306
28.66,37.85,35809
28.54,19.49,25726
61.99,29.67,36241
41.04,24.5,45085
32.36,19.38,6882
60.09,30.58,48296
48.09,16.93,7317
42.21,16.7,18554
59.69,18.26,38944
59.6,18.27,20000
55.27,28.83,43391
39.99,17.85,26267
48.18,16.69,33260
57.99,24.15,11886
45.18,31.28,12876
32.76,21.89,7824
54.83,20.22,18044
57.05,17.86,43892
32.11,17.53,19781
53.63,20.34,7301
57.91,26.33,22452
37.55,22.75,45306
31.31,16.12,49819
40.73,28.65,45299
67.53,22.47,19274
37.66,14.26,31602
31.54,29.79,43677
48.4,16.34,47257
33.11,38.9,49618
45.34,22.38,14424
40.79,20.96,32031
40.48,18.33,24921
34.33,17.67,40609
57.48,13.93,42174
50.02,35.77,20798
37.48,19.77,45871
53.41,34.63,17487
53.9,23.65,32227
59.51,14.91,18457
59.24,21.71,10261
59.37,21.19,11510
51.96,21.45,25944
55.09,39.11,22544
41.92,20.58,29338
26.01,21.99,14967
39.63,31.16,48651
37.82,17.39,7670
58.85,19.43,44152
42.4,33.82,36934
48.97,27.37,17458
35.92,25.89,40623
37.83,35.66,29645
27.92,23.22,37307
55.65,16.89,28052
51.27,21.89,17191
36.87,21.77,34218
36.84,17.99,27423
30.65,32.31,30126
48.11,18.84,9965
45.77,21.3,16168
59.04,32.02,14837
43.39,20.28,37419
31.3,27.24,36420
55.91,30.58,14838
32.69,29.13,37196
64.66,10.76,16735
41.69,24.49,47046
36.14,31.12,39189
29.71,30.08,9847
42.9,20.65,21346
61.88,27.24,13710
45.11,31.66,41449
60.25,16.77,28776
29.9,12.93,43802
38.81,25.89,39190
38.34,18.22,48726
49.76,26.41,20363
38.98,24.9,19055
66.41,27.67,24192
58.08,14.48,19007
48.13,33.94,46488
47.7,25.86,44766
45.21,31.63,22757
66.85,21.01,49909
63.83,12.32,9514
37.46,34.26,5254
56.45,16.58,39344
45.74,17.21,20351
65.19,21.22,11160
62.61,19.1,18137
50.13,26.41,31094
33.85,27.76,36657
47.42,13.24,23126
67.7,12.19,37239
38.38,26.62,22083
67.33,27.31,15211
34.55,26.79,25611
44.28,28.16,19774
49.6,32.26,8669
53.76,20.11,12094
59.84,23.54,29064
35.57,17.92,32903
33.47,22.88,13555
49.47,25.33,9505
61.76,8.17,20371
36.47,35.49,19419
48.51,25.4,48063
44.39,19.77,38887
38.89,17.92,14545
46.87,12.08,13159
23.77,17.02,40589
35.18,20.26,45283
47.84,24.97,22471
62.2,29.08,14887
38.97,11.97,39358
44.39,21.77,42071
51.09,21.0,28791
50.47,34.05,26954
38.52,37.81,35760
47.79,24.61,11608
61.72,39.47,38513
40.07,31.11,38455
38.23,20.72,44654
54.76,10.04,6828
37.71,16.08,13316
38.38,18.72,12609
42.47,22.74,23242
42.22,22.44,40153
52.15,16.08,33870
34.48,33.69,41672
67.93,24.32,42388
41.09,16.76,18624
49.93,17.41,30221
61.6,22.78,29367
40.02,28.02,15004
67.44,10.81,33724
28.37,22.08,39640
61.83,31.59,14196
46.33,36.5,49911
22.9,12.36,25909
52.52,20.6,36488
55.13,22.04,36071
50.0,27.31,12153
28.39,19.33,39996
46.67,28.24,45118
47.28,14.45,44707
44.12,14.35,5796
45.73,15.63,26845
61.79,24.02,29846
55.41,31.98,20184
45.43,26.46,32163
61.59,25.93,10810
54.59,16.3,48258
44.51,20.02,35462
44.04,23.22,28951
54.22,22.12,39534
48.91,30.99,48160
44.92,24.49,11883
45.4,31.96,44192
34.65,16.97,30303
46.42,30.6,23837
54.12,14.22,32639
54.62,18.49,31421
32.54,20.49,47158
38.61,16.99,40949
54.43,21.34,42521
41.27,18.39,45714
44.15,22.27,39147
43.95,31.36,14367
43.83,24.35,19439
41.94,17.46,12255
41.02,19.49,8792
41.15,14.99,29316
31.83,24.2,34165
31.74,23.97,41200
28.27,21.89,22463
29.2,25.42,20433
60.88,16.47,27392
60.76,18.22,11903
40.87,20.16,10833
32.07,30.29,14769
48.97,16.68,43345
65.05,13.69,8031
62.6,17.87,45791
58.55,10.23,33410
29.37,36.87,21237
34.39,18.66,5800
44.97,22.78,17415
59.78,19.77,8493
47.05,33.43,28282
62.16,14.44,6016
49.46,11.81,19636
50.35,30.36,22360
39.46,25.28,10732
42.45,17.8,24298
34.34,16.25,10731
63.93,26.51,20071
50.55,21.86,8307
32.56,28.63,22203
43.29,21.48,45530
46.51,14.79,28067
43.98,29.33,44080
62.04,33.29,18071
59.39,17.58,33418
42.86,27.87,9289
40.16,16.89,6546
46.09,38.19,27222
47.08,27.64,17363
27.95,13.18,16716
37.33,8.74,37977
42.95,22.27,23816
53.83,16.93,43615
36.27,14.4,32610
36.78,25.92,43890
53.31,19.08,44277
41.97,26.93,29452
46.88,19.26,13423
45.08,23.63,27858
59.83,12.56,22584
30.21,25.57,49065
58.68,23.19,20664
31.96,17.41,5427
36.02,31.04,49894
42.87,21.22,14750
47.86,16.43,36673
31.46,35.53,42182
27.29,31.74,15601
37.38,12.5,16487
37.77,25.41,40901
53.83,21.63,5672
58.66,19.36,17138
49.38,20.37,9237
61.51,15.18,49805
26.65,20.94,28469
58.91,30.2,26466
41.34,18.29,47783
47.7,26.21,31802
35.03,16.61,6199
66.86,20.72,28611
47.22,20.26,12675
50.36,24.02,17412
41.88,16.48,12036
27.21,18.9,31698
43.01,7.67,35890
35.55,29.44,21478
57.22,26.59,34528
39.69,29.6,47883
67.2,17.25,27800
46.84,13.08,11283
59.39,12.77,19925
52.61,15.1,14551
22.4,25.09,27592
33.71,9.81,5238
53.83,27.75,35479
34.14,31.92,26823
27.03,40.7,46038
65.56,20.86,12641
42.0,25.38,14675
43.56,33.21,33617
34.92,22.42,42358
36.76,31.25,38468
23.17,19.52,45440
23.92,21.52,20970
53.68,30.21,44252
54.02,28.46,11215
65.45,17.97,34907
46.81,28.66,37242
48.78,16.06,44593
42.44,35.05,40827
56.95,24.05,6814
51.2,23.69,18091
38.25,18.64,7711
38.03,36.92,35363
41.78,15.19,19652
60.12,13.13,35948
38.66,25.97,9882
45.2,20.5,27387
30.5,17.2,49771
46.86,17.72,24104
37.31,28.74,44553
65.89,22.13,45059
58.23,33.91,48610
63.04,24.92,23125
34.59,27.58,44945
41.86,14.78,14341
61.26,18.61,14147
44.44,27.01,17506
46.97,16.82,29287
52.37,17.2,9018
43.07,13.24,9861
61.43,17.01,40008
43.94,18.07,26814
39.31,26.25,19335
65.98,13.07,28929
28.42,30.66,45997
42.66,24.56,47184
44.88,35.16,6200
49.54,12.17,27081
59.13,21.23,20129
46.72,12.85,11074
40.98,25.37,20127
39.08,21.3,48382
45.43,22.87,12793
41.45,36.04,48790
28.69,17.74,23613
59.89,33.16,16517
58.36,38.04,33985
60.06,21.37,32514
45.55,19.23,39504
66.43,33.99,26521
47.64,21.61,32927
31.97,24.74,39813
28.64,19.02,37432
35.77,25.83,22691
61.15,12.25,44846
29.61,25.42,18915
64.88,11.21,39885
60.48,14.43,35435
58.62,21.42,20651
61.33,22.17,18012
45.35,29.91,32417
41.64,21.87,42525
65.73,20.48,8087
54.42,10.43,15156
42.77,17.81,5977
48.23,6.72,48843
40.72,33.1,17605
47.02,30.18,28895
54.35,16.17,15152
50.07,22.59,48752
45.29,8.75,15529
57.27,32.99,38468
55.3,18.65,32506
38.18,11.44,43671
42.75,11.77,14227
33.06,23.61,18223
45.39,32.77,17959
67.47,15.05,11232
44.27,26.75,31044
43.25,24.86,10225
62.14,25.77,24646
31.82,33.1,21630
60.59,17.42,24954
41.9,31.52,31530
57.63,21.94,42014
54.37,34.2,35400
61.47,21.8,29534
42.62,24.25,13737
63.86,14.06,44307
52.22,13.52,48062
55.08,16.06,30089
32.34,21.59,41731
49.57,26.44,39992
33.41,21.53,36765
58.38,26.22,46827
52.95,33.5,33354
52.53,13.32,14455
64.91,19.3,23882
47.78,20.9,45334
61.02,25.68,35527
50.16,25.16,20999
38.51,25.24,10223
41.31,18.51,30027
56.62,32.32,33008
35.19,24.79,48884
40.83,23.46,43708
36.16,20.93,42912
67.65,19.08,11583
56.15,23.24,7175
42.71,16.92,36575
42.31,20.26,17690
48.26,26.76,22428
34.94,19.38,13472
50.86,32.09,37159
34.71,19.77,33381
56.09,33.02,23185
61.55,17.35,30410
44.19,25.31,37394
41.02,20.09,19024
49.0,34.71,9272
48.41,24.79,10460
38.94,18.77,32318
63.2,15.41,14421
41.08,20.51,20409
41.63,24.94,16676
28.65,22.56,15777
24.39,21.44,36393
48.55,16.19,42356
45.43,20.22,41438
33.44,20.39,12636
54.55,9.72,18727
43.75,21.3,23768
59.75,14.11,41838
44.7,23.38,8240
40.78,16.09,21528
38.38,22.04,15140
44.07,29.57,36211
33.27,19.82,41217
43.75,17.09,16400
36.93,16.65,27935
46.33,16.8,42311
62.29,25.33,10239
50.34,14.65,44708
33.21,11.78,48671
38.4,17.1,23174
50.18,29.35,41639
49.67,29.38,32769
59.31,33.29,30727
55.12,32.97,14362
35.39,25.77,30438
51.84,10.74,39374
51.21,23.37,21687
25.44,17.47,33176
52.57,35.91,16970
58.43,14.11,32098
43.27,22.85,5916
55.09,19.36,18448
34.73,14.7,11814
52.8,27.83,6999
41.38,26.96,11503
37.2,16.51,38193
33.81,23.98,49176
45.89,29.34,23671
61.72,20.27,28794
41.87,28.61,40374
47.45,18.9,16701
29.3,19.15,31435
29.1,14.75,9090
56.38,22.44,28563
55.67,31.19,44060
48.62,23.0,32012
61.68,18.07,35906
55.74,21.39,37539
55.72,26.95,39986
33.4,20.0,39101
51.24,21.37,26540
47.38,21.07,35068
40.88,24.16,16713
43.18,21.45,30253
51.53,15.69,41511
55.95,22.37,22178
34.14,36.39,48464
48.79,31.21,23180
37.53,25.99,40239
32.12,26.21,34366
47.27,30.86,41731
48.76,10.15,10777
38.54,20.87,30972
46.88,22.93,14208
33.6,26.28,20059
51.73,25.6,24226
42.67,30.28,41067
38.22,17.79,45835
30.54,24.96,49381
53.33,27.1,28972
43.22,27.99,21604
41.48,23.78,12302
31.11,22.22,49356
51.58,28.26,11510
39.12,27.39,26404
44.38,30.36,16403
39.19,17.81,31362
36.01,20.36,16204
46.32,29.3,45994
59.17,28.37,7935
60.12,16.22,42720
61.53,28.3,37102
47.07,34.36,14816
59.85,25.32,12928
29.18,19.54,46715
41.25,16.07,26773
31.82,34.33,47395
50.44,15.41,49623
63.69,32.7,31986
35.82,17.1,47971
40.58,11.07,14849
26.0,36.87,45275
40.28,15.48,25532
49.25,25.38,48741
34.67,26.56,10083
50.03,24.39,29856
62.75,17.82,42219
23.48,30.75,44512
38.2,19.39,9491
35.77,21.41,17918
51.07,33.18,44242
32.93,34.72,32345
55.58,19.5,5750
51.48,30.54,17881
43.12,25.21,41008
54.41,25.45,37970
55.58,29.33,30645
49.15,23.63,28480
39.77,15.12,15010
48.57,25.89,47921
38.89,38.96,26876
51.24,20.71,49357
64.33,24.66,19036
42.47,21.28,6372
61.94,21.94,22044
61.73,28.45,9436
35.92,22.18,6353
60.92,30.0,34415
41.16,12.6,29762
52.09,11.64,25049
39.65,15.65,9590
44.26,29.23,48747
31.64,16.78,9459
35.51,28.18,41915
49.61,21.32,47099
39.95,31.09,10502
49.65,29.22,24706
66.49,20.53,11196
39.79,23.84,43868
33.56,26.45,15227
64.59,10.37,38453
47.31,13.74,16539
47.0,25.24,9240
44.86,33.91,12778
41.71,40.05,19211
58.37,23.26,24549
43.85,37.09,8223
30.25,17.22,46674
50.96,27.08,24500
36.87,16.41,29118
61.5,20.39,40206
38.21,15.31,9881
51.35,28.83,25097
43.62,27.97,19654
48.49,28.34,12752
33.77,17.3,22552
36.82,22.39,45661
36.76,23.3,17088
37.02,22.73,26476
55.34,16.5,28161
66.78,30.24,24759
49.95,29.19,26682
39.33,7.53,16950
36.93,20.86,30587
57.83,20.26,13583
38.83,15.31,39827
56.61,33.58,8848
46.68,18.32,14230
40.7,25.48,12851
39.82,20.07,27570
49.8,29.75,23778
63.05,33.41,17102
39.42,20.27,32638
40.5,25.41,32621
38.61,32.62,30487
33.32,19.91,18469
55.73,15.13,7481
43.08,22.85,5120
65.59,15.98,37971
57.1,24.37,20373
41.19,22.21,21376
46.05,27.22,27116
26.09,36.96,45581
25.84,18.81,16865
45.24,18.37,9383
28.77,24.04,16911
40.37,16.06,18934
48.93,21.28,43882
58.23,28.15,26498
32.32,18.88,11705
22.67,26.88,46511
53.59,20.54,22951
40.02,13.36,46438
39.47,15.59,47587
65.21,19.89,29320
58.71,28.16,39175
48.97,21.94,18785
50.21,29.42,7301
37.87,27.24,22883
37.39,28.71,27794
31.94,19.62,44959
45.43,30.54,9429
55.31,22.5,22828
36.98,28.62,21277
42.62,14.37,29581
32.98,19.83,47891
50.99,23.29,28034
42.25,20.83,13699
66.98,23.01,5394
43.31,26.17,38316
64.0,36.16,41119
31.36,27.81,11098
38.15,33.89,47210
48.81,19.27,46608
39.27,23.13,22050
65.22,32.27,43396
22.8,29.41,25187
38.93,22.25,10996
25.11,17.91,34741
56.98,22.46,42438
49.65,31.77,36090
66.17,24.81,11779
48.57,11.28,9452
51.03,16.3,48081
59.81,20.43,13304
56.58,32.84,33504
37.35,35.89,44981
32.89,35.07,31049
45.49,30.09,7526
27.52,35.02,12849
48.49,22.89,26159
42.61,22.02,13950
55.8,18.69,45157
43.32,30.16,26567
57.46,22.16,42813
51.5,13.43,30051
52.21,15.69,27518
52.86,27.19,30518
39.94,33.58,36950
36.97,26.34,28600
40.46,20.61,33176
41.29,17.6,44855
50.5,25.85,46527
25.94,24.9,29193
45.86,26.89,22616
45.29,18.59,11607
35.88,18.91,38500
53.82,16.81,12728
40.65,20.47,40858
43.91,27.65,37794
33.49,26.99,22698
31.88,18.73,42134
61.46,19.24,21463
46.42,23.92,21952
54.82,24.77,29984
50.8,21.09,17033
31.51,34.31,5751
50.43,37.45,46650
23.7,32.11,13390
42.22,14.86,39107
55.01,21.4,11124
51.39,21.62,25159
35.53,17.12,20241
41.59,19.27,14246
30.04,23.88,38476
60.86,14.95,15098
54.83,13.0,22402
39.04,17.73,31150
33.02,31.53,23807
38.39,30.17,49272
47.84,20.39,38623
50.9,23.3,5707
40.84,25.67,11934
40.11,16.95,22571
52.4,17.96,7636
50.78,15.94,9836
49.55,40.81,19758
41.44,27.35,16292
47.73,19.4,38891
53.65,27.83,49143
38.55,15.58,19774
42.03,17.31,25682
45.27,13.49,7154
38.85,17.35,14920
42.45,32.11,45830
25.83,29.05,23586
39.32,16.73,46616
46.12,22.1,29135
41.21,16.96,21172
30.28,27.89,21766
57.37,30.63,5396
47.09,14.82,30723
42.26,16.76,14218
58.58,30.87,24569
45.31,27.65,46785
59.51,16.31,15569
42.91,25.26,31598
36.96,33.59,32343
52.34,19.43,18434
40.93,26.99,45262
54.39,25.39,35244
24.86,31.76,15298
63.55,18.42,18917
28.29,20.05,32410
48.21,28.63,10555
52.25,32.44,39019
40.93,25.55,43269
43.72,31.4,27389
40.96,32.9,9083
45.96,28.1,29639
45.46,25.06,28048
40.31,23.54,23016
51.82,18.53,10199
43.3,22.23,24482
33.4,25.78,7590
40.04,31.62,47002
50.53,20.54,16083
38.69,19.5,49687
55.12,13.97,48870
32.47,15.97,47795
57.08,22.6,44324
39.83,25.13,48119
43.67,22.57,19142
53.2,19.74,34912
63.45,26.61,41132
48.74,30.61,15318
41.63,25.47,16311
48.62,15.02,38449
51.13,18.62,14817
46.19,27.06,18399
49.8,34.68,28284
64.24,21.59,47224
50.94,28.74,26602
40.76,26.82,41093
60.49,17.59,27573
33.65,20.12,19287
24.59,18.94,48568
44.25,27.05,8444
36.5,24.68,28631
34.2,10.64,38294
32.78,19.69,19562
66.5,14.98,41857
46.66,21.4,11209
44.5,26.7,25783
52.31,23.86,48334
42.81,22.56,19860
49.81,27.68,23330
47.4,18.93,47636
35.93,36.19,9358
47.56,19.06,34285
42.61,30.18,7139
33.65,18.39,7555
29.48,28.7,28128
52.16,30.29,11367
50.69,22.5,14822
35.22,18.74,17078
30.38,17.63,16368
37.44,29.48,14769
56.71,11.62,6853
51.53,15.22,6701
50.13,29.78,12055
52.41,18.45,49752
58.52,12.95,23658
60.7,30.77,13976
42.68,18.68,5997
41.44,33.97,14997
48.66,26.75,45424
37.53,32.29,11786
48.2,27.84,25960
37.76,15.6,9488
45.5,14.39,33248
33.34,21.06,49894
38.49,22.12,39223
34.59,22.8,5758
44.21,21.91,7630
32.88,22.75,12580
31.86,14.92,37141
27.25,22.46,36874
41.61,19.06,21891
33.44,19.96,22746
34.35,26.7,7024
52.52,16.87,8064
28.99,26.65,7215
59.31,26.3,47394
47.25,22.67,17663
34.34,21.1,34908
60.45,21.11,43461
46.61,38.04,35503
55.67,19.34,33515
61.1,25.44,18582
39.2,20.36,38773
66.37,28.48,40080
37.95,18.22,14495
52.81,15.73,25806
38.04,16.7,40765
55.6,27.25,32731
46.61,10.02,26995
30.76,13.6,14102
34.45,32.69,12814
44.88,32.52,49724
40.48,23.47,36591
58.42,25.32,48090
51.31,21.12,37777
31.05,22.27,49328
53.99,30.92,39510
67.99,16.89,21320
39.55,29.91,49961
66.42,14.51,25161
42.08,20.7,5515
46.67,32.17,43733
28.64,18.48,7283
51.38,29.56,17732
44.55,30.82,35858
59.75,27.86,15368
